bed_id,branch,department,bed_type,occupied_date,occupied_flag
B14888,Coimbatore,Emergency,ICU,10-06-2025,1
B14889,Chennai,Oncology,ICU,29-12-2025,1
B14890,Bangalore,Pediatrics,ICU,03-09-2025,1
B14891,Chennai,Emergency,ICU,17-01-2025,1
B14892,Coimbatore,Emergency,ICU,16-12-2025,1
B14893,Coimbatore,Emergency,General,28-09-2025,1
B14894,Coimbatore,Cardiology,General,09-02-2025,0
B14895,Chennai,Cardiology,ICU,20-06-2025,0
B14896,Bangalore,Oncology,General,27-10-2025,1
B14897,Chennai,Pediatrics,General,14-05-2025,1
B14898,Chennai,Emergency,General,29-01-2025,1
B14899,Bangalore,Emergency,ICU,13-09-2025,1
B14900,Bangalore,General Medicine,General,18-09-2025,1
B14901,Chennai,Oncology,General,21-02-2025,1
B14902,Coimbatore,Emergency,ICU,25-10-2025,1
B14903,Chennai,Emergency,ICU,09-05-2025,1
B14904,Chennai,Emergency,ICU,21-06-2025,1
B14905,Coimbatore,Cardiology,ICU,31-03-2025,0
B14906,Coimbatore,Orthopedics,ICU,12-04-2025,1
B14907,Chennai,Pediatrics,ICU,16-05-2025,0
B14908,Coimbatore,Oncology,ICU,18-08-2025,1
B14909,Chennai,Pediatrics,ICU,24-01-2025,0
B14910,Chennai,Orthopedics,ICU,25-04-2025,0
B14911,Coimbatore,Cardiology,General,05-05-2025,1
B14912,Coimbatore,Emergency,ICU,28-01-2025,0
B14913,Bangalore,Pediatrics,ICU,18-08-2025,1
B14914,Coimbatore,Pediatrics,ICU,26-07-2025,1
B14915,Coimbatore,Pediatrics,General,26-11-2025,1
B14916,Coimbatore,Pediatrics,General,13-06-2025,1
B14917,Coimbatore,Oncology,General,21-09-2025,0
B14918,Bangalore,Oncology,General,27-01-2025,1
B14919,Coimbatore,Orthopedics,ICU,19-05-2025,0
B14920,Chennai,Pediatrics,General,29-06-2025,1
B14921,Bangalore,Oncology,General,22-06-2025,1
B14922,Coimbatore,Emergency,General,13-05-2025,0
B14923,Bangalore,Cardiology,ICU,14-08-2025,0
B14924,Chennai,Orthopedics,ICU,17-11-2025,1
B14925,Coimbatore,Pediatrics,General,04-04-2025,1
B14926,Chennai,Emergency,General,05-06-2025,1
B14927,Coimbatore,Emergency,General,27-05-2025,1
B14928,Coimbatore,Cardiology,General,12-04-2025,1
B14929,Coimbatore,Orthopedics,General,20-11-2025,1
B14930,Bangalore,Oncology,General,01-08-2025,0
B14931,Bangalore,Cardiology,General,28-03-2025,1
B14932,Bangalore,Orthopedics,General,01-10-2025,0
B14933,Chennai,Emergency,ICU,02-11-2025,0
B14934,Bangalore,Emergency,General,28-11-2025,1
B14935,Coimbatore,Emergency,General,29-11-2025,1
B14936,Coimbatore,Oncology,ICU,04-11-2025,1
B14937,Chennai,Orthopedics,General,02-10-2025,1
B14938,Coimbatore,Pediatrics,ICU,21-09-2025,0
B14939,Coimbatore,Emergency,General,27-01-2025,1
B14940,Chennai,Pediatrics,General,16-03-2025,0
B14941,Coimbatore,Oncology,ICU,11-01-2025,1
B14942,Chennai,Orthopedics,General,29-07-2025,1
B14943,Coimbatore,General Medicine,ICU,15-03-2025,0
B14944,Coimbatore,Emergency,ICU,08-02-2025,0
B14945,Coimbatore,Oncology,General,28-11-2025,1
B14946,Coimbatore,Pediatrics,General,11-12-2025,1
B14947,Chennai,Cardiology,ICU,27-03-2025,1
B14948,Chennai,Orthopedics,ICU,04-03-2025,1
B14949,Coimbatore,Oncology,ICU,13-10-2025,1
B14950,Chennai,General Medicine,ICU,02-06-2025,1
B14951,Chennai,Emergency,General,12-10-2025,1
B14952,Bangalore,Orthopedics,General,25-04-2025,0
B14953,Coimbatore,Emergency,General,29-10-2025,1
B14954,Chennai,General Medicine,General,29-01-2025,1
B14955,Chennai,General Medicine,General,11-09-2025,0
B14956,Chennai,Cardiology,General,18-02-2025,1
B14957,Coimbatore,Emergency,General,10-08-2025,0
B14958,Chennai,General Medicine,General,04-11-2025,1
B14959,Chennai,Oncology,ICU,30-09-2025,1
B14960,Bangalore,Orthopedics,ICU,12-11-2025,1
B14961,Bangalore,Cardiology,ICU,27-07-2025,1
B14962,Bangalore,Orthopedics,General,09-11-2025,1
B14963,Bangalore,Orthopedics,ICU,07-10-2025,0
B14964,Bangalore,Orthopedics,ICU,31-08-2025,1
B14965,Chennai,Oncology,General,14-11-2025,0
B14966,Coimbatore,Oncology,ICU,19-08-2025,0
B14967,Chennai,Emergency,ICU,13-04-2025,0
B14968,Bangalore,Pediatrics,General,23-11-2025,1
B14969,Chennai,Oncology,General,23-02-2025,0
B14970,Chennai,Emergency,ICU,31-08-2025,0
B14971,Chennai,General Medicine,ICU,01-09-2025,0
B14972,Bangalore,Emergency,ICU,15-01-2025,0
B14973,Coimbatore,Emergency,ICU,06-07-2025,1
B14974,Chennai,Orthopedics,ICU,24-04-2025,0
B14975,Bangalore,Oncology,General,02-12-2025,1
B14976,Coimbatore,Pediatrics,General,02-11-2025,1
B14977,Chennai,Cardiology,ICU,16-01-2025,1
B14978,Chennai,Emergency,ICU,19-09-2025,0
B14979,Bangalore,Oncology,ICU,13-05-2025,1
B14980,Bangalore,General Medicine,ICU,07-09-2025,1
B14981,Chennai,Orthopedics,General,12-06-2025,0
B14982,Chennai,Oncology,ICU,04-11-2025,0
B14983,Bangalore,Pediatrics,ICU,04-06-2025,0
B14984,Coimbatore,Pediatrics,General,24-07-2025,0
B14985,Bangalore,Oncology,ICU,08-01-2025,1
B14986,Coimbatore,Oncology,ICU,30-11-2025,1
B14987,Bangalore,Emergency,General,08-12-2025,1
B14988,Coimbatore,General Medicine,ICU,02-02-2025,1
B14989,Chennai,Orthopedics,ICU,31-10-2025,1
B14990,Coimbatore,General Medicine,ICU,19-07-2025,1
B14991,Chennai,Orthopedics,General,10-07-2025,1
B14992,Bangalore,Emergency,ICU,04-05-2025,1
B14993,Chennai,Pediatrics,General,09-07-2025,0
B14994,Chennai,Cardiology,ICU,12-08-2025,1
B14995,Bangalore,General Medicine,ICU,18-11-2025,0
B14996,Bangalore,Oncology,General,11-09-2025,1
B14997,Bangalore,Oncology,General,11-04-2025,1
B14998,Bangalore,Cardiology,ICU,03-07-2025,1
B14999,Bangalore,General Medicine,General,02-10-2025,1
B15000,Coimbatore,Emergency,General,13-07-2025,1
B15001,Bangalore,General Medicine,ICU,25-11-2025,0
B15002,Coimbatore,Oncology,ICU,20-04-2025,0
B15003,Chennai,Pediatrics,General,14-09-2025,0
B15004,Bangalore,Cardiology,General,19-11-2025,0
B15005,Coimbatore,Cardiology,General,26-09-2025,1
B15006,Chennai,Emergency,General,19-01-2025,1
B15007,Chennai,Emergency,ICU,22-03-2025,1
B15008,Bangalore,Orthopedics,ICU,20-09-2025,1
B15009,Coimbatore,Emergency,General,18-06-2025,1
B15010,Coimbatore,General Medicine,ICU,10-04-2025,1
B15011,Coimbatore,Cardiology,ICU,21-11-2025,1
B15012,Coimbatore,Orthopedics,General,13-12-2025,0
B15013,Bangalore,Orthopedics,ICU,04-11-2025,1
B15014,Chennai,Orthopedics,General,29-10-2025,1
B15015,Bangalore,General Medicine,ICU,09-05-2025,1
B15016,Coimbatore,Emergency,General,01-12-2025,1
B15017,Chennai,Emergency,General,31-08-2025,1
B15018,Chennai,Emergency,ICU,25-09-2025,0
B15019,Coimbatore,Cardiology,General,09-05-2025,1
B15020,Coimbatore,General Medicine,ICU,19-03-2025,0
B15021,Chennai,Emergency,General,09-11-2025,0
B15022,Chennai,General Medicine,ICU,27-10-2025,0
B15023,Coimbatore,Orthopedics,ICU,10-09-2025,0
B15024,Coimbatore,Emergency,ICU,04-04-2025,1
B15025,Bangalore,Oncology,General,13-03-2025,1
B15026,Chennai,Oncology,ICU,12-09-2025,0
B15027,Chennai,Cardiology,ICU,05-04-2025,1
B15028,Bangalore,Pediatrics,General,01-10-2025,0
B15029,Chennai,Pediatrics,ICU,01-10-2025,1
B15030,Coimbatore,Oncology,ICU,06-02-2025,0
B15031,Coimbatore,Emergency,ICU,14-09-2025,0
B15032,Chennai,General Medicine,ICU,30-12-2025,1
B15033,Chennai,Cardiology,ICU,29-04-2025,1
B15034,Chennai,Emergency,General,09-01-2025,1
B15035,Chennai,Orthopedics,ICU,01-08-2025,1
B15036,Coimbatore,Orthopedics,General,06-02-2025,1
B15037,Coimbatore,Emergency,ICU,07-02-2025,1
B15038,Chennai,General Medicine,General,29-06-2025,1
B15039,Bangalore,Pediatrics,General,25-06-2025,1
B15040,Bangalore,Emergency,ICU,23-04-2025,1
B15041,Coimbatore,Emergency,ICU,31-10-2025,1
B15042,Chennai,Oncology,General,12-06-2025,1
B15043,Bangalore,Emergency,ICU,02-01-2025,0
B15044,Bangalore,Cardiology,General,12-01-2025,1
B15045,Coimbatore,General Medicine,General,25-02-2025,0
B15046,Chennai,General Medicine,ICU,24-11-2025,1
B15047,Chennai,Pediatrics,ICU,25-04-2025,1
B15048,Bangalore,General Medicine,General,12-12-2025,0
B15049,Coimbatore,Oncology,ICU,14-11-2025,0
B15050,Chennai,Emergency,General,30-01-2025,1
B15051,Bangalore,Orthopedics,ICU,18-08-2025,1
B15052,Coimbatore,General Medicine,ICU,21-07-2025,1
B15053,Chennai,Pediatrics,General,30-09-2025,1
B15054,Coimbatore,Cardiology,ICU,15-12-2025,1
B15055,Chennai,Cardiology,General,12-01-2025,1
B15056,Bangalore,General Medicine,General,20-09-2025,1
B15057,Coimbatore,Emergency,General,01-11-2025,0
B15058,Coimbatore,Orthopedics,General,16-02-2025,1
B15059,Bangalore,Orthopedics,ICU,05-01-2025,1
B15060,Chennai,Emergency,General,20-07-2025,1
B15061,Coimbatore,Cardiology,ICU,15-01-2025,1
B15062,Coimbatore,Oncology,General,06-08-2025,0
B15063,Coimbatore,Orthopedics,ICU,18-04-2025,0
B15064,Bangalore,Oncology,ICU,08-07-2025,0
B15065,Coimbatore,Oncology,General,11-09-2025,0
B15066,Chennai,Cardiology,ICU,03-02-2025,1
B15067,Chennai,Cardiology,ICU,22-09-2025,1
B15068,Chennai,Orthopedics,General,08-08-2025,0
B15069,Coimbatore,General Medicine,ICU,18-04-2025,1
B15070,Bangalore,Emergency,ICU,17-08-2025,1
B15071,Bangalore,Orthopedics,ICU,20-12-2025,0
B15072,Coimbatore,Pediatrics,General,04-06-2025,1
B15073,Chennai,Pediatrics,General,29-03-2025,1
B15074,Coimbatore,Orthopedics,ICU,28-09-2025,1
B15075,Chennai,Oncology,ICU,20-12-2025,1
B15076,Chennai,Cardiology,General,21-08-2025,1
B15077,Bangalore,General Medicine,ICU,29-09-2025,1
B15078,Bangalore,General Medicine,General,25-08-2025,1
B15079,Coimbatore,General Medicine,ICU,23-09-2025,1
B15080,Chennai,General Medicine,General,25-12-2025,1
B15081,Chennai,Pediatrics,General,03-09-2025,1
B15082,Coimbatore,General Medicine,ICU,10-12-2025,1
B15083,Coimbatore,Orthopedics,General,09-11-2025,0
B15084,Bangalore,Emergency,ICU,15-09-2025,0
B15085,Bangalore,Orthopedics,General,26-01-2025,1
B15086,Coimbatore,Orthopedics,General,04-08-2025,1
B15087,Coimbatore,Emergency,General,09-05-2025,1
B15088,Bangalore,Emergency,ICU,29-03-2025,1
B15089,Chennai,Cardiology,General,22-02-2025,1
B15090,Chennai,Cardiology,ICU,24-11-2025,0
B15091,Coimbatore,Emergency,General,10-10-2025,1
B15092,Chennai,Orthopedics,General,06-04-2025,1
B15093,Coimbatore,Pediatrics,General,01-03-2025,0
B15094,Bangalore,Pediatrics,ICU,15-01-2025,1
B15095,Coimbatore,Orthopedics,General,28-06-2025,1
B15096,Chennai,General Medicine,ICU,08-05-2025,0
B15097,Coimbatore,Pediatrics,General,07-04-2025,1
B15098,Coimbatore,Orthopedics,General,10-12-2025,1
B15099,Coimbatore,General Medicine,ICU,01-11-2025,1
B15100,Chennai,Pediatrics,ICU,22-04-2025,1
B15101,Chennai,Emergency,ICU,11-06-2025,1
B15102,Chennai,Pediatrics,ICU,02-10-2025,1
B15103,Bangalore,Cardiology,General,26-08-2025,0
B15104,Bangalore,Emergency,ICU,15-03-2025,1
B15105,Chennai,General Medicine,General,31-01-2025,1
B15106,Chennai,Oncology,ICU,28-08-2025,1
B15107,Chennai,Pediatrics,ICU,05-05-2025,1
B15108,Coimbatore,Orthopedics,General,01-05-2025,1
B15109,Bangalore,Oncology,ICU,03-01-2025,1
B15110,Chennai,Oncology,General,20-11-2025,1
B15111,Bangalore,Emergency,General,07-06-2025,1
B15112,Bangalore,Cardiology,ICU,19-02-2025,0
B15113,Bangalore,Pediatrics,General,07-05-2025,1
B15114,Chennai,Oncology,General,13-10-2025,1
B15115,Coimbatore,Oncology,ICU,22-11-2025,1
B15116,Coimbatore,Pediatrics,ICU,07-07-2025,1
B15117,Chennai,Oncology,ICU,29-09-2025,0
B15118,Bangalore,Oncology,ICU,11-08-2025,1
B15119,Chennai,Pediatrics,ICU,22-03-2025,0
B15120,Bangalore,General Medicine,General,06-06-2025,0
B15121,Bangalore,General Medicine,ICU,06-12-2025,1
B15122,Coimbatore,Cardiology,General,27-04-2025,1
B15123,Coimbatore,Cardiology,General,25-10-2025,1
B15124,Coimbatore,Emergency,General,23-01-2025,1
B15125,Bangalore,Orthopedics,ICU,15-03-2025,1
B15126,Coimbatore,Emergency,General,05-06-2025,0
B15127,Chennai,Orthopedics,General,06-02-2025,1
B15128,Bangalore,Pediatrics,ICU,09-05-2025,1
B15129,Chennai,Pediatrics,General,31-07-2025,1
B15130,Coimbatore,General Medicine,General,25-11-2025,0
B15131,Bangalore,Oncology,General,28-09-2025,1
B15132,Coimbatore,Emergency,ICU,21-05-2025,0
B15133,Bangalore,Pediatrics,ICU,04-12-2025,0
B15134,Bangalore,General Medicine,General,24-06-2025,0
B15135,Coimbatore,Oncology,ICU,06-07-2025,0
B15136,Coimbatore,Pediatrics,General,02-03-2025,0
B15137,Bangalore,General Medicine,ICU,02-04-2025,1
B15138,Bangalore,Cardiology,General,12-04-2025,1
B15139,Bangalore,Orthopedics,General,19-07-2025,1
B15140,Coimbatore,Pediatrics,ICU,23-03-2025,1
B15141,Bangalore,General Medicine,General,27-11-2025,1
B15142,Coimbatore,Cardiology,General,01-05-2025,0
B15143,Bangalore,Oncology,ICU,03-04-2025,1
B15144,Coimbatore,Emergency,ICU,08-08-2025,1
B15145,Chennai,Orthopedics,General,27-07-2025,1
B15146,Chennai,General Medicine,ICU,14-06-2025,1
B15147,Coimbatore,Pediatrics,ICU,06-06-2025,0
B15148,Chennai,Pediatrics,ICU,14-04-2025,1
B15149,Coimbatore,Oncology,General,30-01-2025,1
B15150,Bangalore,Orthopedics,General,12-04-2025,0
B15151,Chennai,General Medicine,General,17-12-2025,1
B15152,Chennai,General Medicine,General,04-03-2025,0
B15153,Bangalore,Emergency,General,11-01-2025,1
B15154,Chennai,Cardiology,General,03-08-2025,1
B15155,Chennai,Cardiology,ICU,09-09-2025,0
B15156,Chennai,General Medicine,General,12-06-2025,1
B15157,Coimbatore,General Medicine,ICU,24-10-2025,1
B15158,Chennai,Cardiology,ICU,09-09-2025,1
B15159,Coimbatore,Cardiology,ICU,05-03-2025,1
B15160,Bangalore,Pediatrics,ICU,08-06-2025,1
B15161,Coimbatore,Orthopedics,General,21-01-2025,0
B15162,Bangalore,General Medicine,General,03-08-2025,1
B15163,Coimbatore,Oncology,ICU,27-02-2025,1
B15164,Chennai,Pediatrics,General,10-08-2025,1
B15165,Chennai,Pediatrics,ICU,28-07-2025,1
B15166,Coimbatore,General Medicine,General,13-11-2025,1
B15167,Coimbatore,Oncology,General,22-05-2025,1
B15168,Chennai,Cardiology,General,24-05-2025,1
B15169,Coimbatore,Pediatrics,ICU,28-08-2025,1
B15170,Bangalore,Oncology,General,21-07-2025,0
B15171,Chennai,Emergency,ICU,23-05-2025,1
B15172,Bangalore,Pediatrics,ICU,17-03-2025,1
B15173,Bangalore,Oncology,ICU,24-09-2025,1
B15174,Chennai,Orthopedics,ICU,25-10-2025,0
B15175,Coimbatore,Cardiology,ICU,17-07-2025,1
B15176,Chennai,Cardiology,ICU,12-04-2025,0
B15177,Chennai,Orthopedics,General,26-08-2025,0
B15178,Chennai,Orthopedics,ICU,10-04-2025,1
B15179,Coimbatore,Orthopedics,ICU,07-03-2025,1
B15180,Chennai,Orthopedics,General,16-02-2025,1
B15181,Bangalore,Orthopedics,General,02-10-2025,0
B15182,Coimbatore,Orthopedics,General,10-08-2025,1
B15183,Bangalore,Emergency,ICU,17-04-2025,1
B15184,Bangalore,Oncology,ICU,12-09-2025,1
B15185,Chennai,Pediatrics,General,13-01-2025,1
B15186,Coimbatore,General Medicine,General,20-06-2025,0
B15187,Bangalore,Cardiology,General,27-07-2025,1
B15188,Chennai,Pediatrics,ICU,22-05-2025,1
B15189,Chennai,Pediatrics,ICU,21-09-2025,0
B15190,Chennai,Orthopedics,General,12-10-2025,1
B15191,Coimbatore,Emergency,ICU,04-03-2025,0
B15192,Bangalore,Pediatrics,ICU,31-12-2025,1
B15193,Coimbatore,Cardiology,ICU,14-10-2025,0
B15194,Coimbatore,Emergency,General,10-06-2025,0
B15195,Bangalore,General Medicine,General,21-05-2025,1
B15196,Bangalore,Cardiology,General,07-01-2025,1
B15197,Coimbatore,Cardiology,ICU,06-09-2025,1
B15198,Chennai,Emergency,General,05-01-2025,0
B15199,Bangalore,Cardiology,General,23-02-2025,0
B15200,Chennai,Orthopedics,General,29-10-2025,1
B15201,Chennai,Oncology,General,19-08-2025,1
B15202,Bangalore,Emergency,ICU,29-08-2025,1
B15203,Chennai,Oncology,ICU,28-08-2025,1
B15204,Coimbatore,Cardiology,General,10-02-2025,1
B15205,Bangalore,Pediatrics,General,19-01-2025,1
B15206,Bangalore,Emergency,General,04-12-2025,1
B15207,Coimbatore,Oncology,ICU,20-05-2025,1
B15208,Chennai,General Medicine,General,19-11-2025,1
B15209,Coimbatore,Orthopedics,ICU,18-11-2025,1
B15210,Bangalore,Oncology,General,11-05-2025,1
B15211,Chennai,Oncology,ICU,05-03-2025,1
B15212,Bangalore,Cardiology,ICU,24-08-2025,0
B15213,Bangalore,General Medicine,ICU,29-11-2025,1
B15214,Bangalore,Cardiology,General,01-10-2025,0
B15215,Coimbatore,Pediatrics,ICU,28-01-2025,0
B15216,Chennai,Oncology,ICU,03-11-2025,0
B15217,Chennai,Oncology,ICU,13-10-2025,0
B15218,Bangalore,Oncology,General,03-04-2025,1
B15219,Bangalore,Oncology,General,21-12-2025,1
B15220,Chennai,Emergency,ICU,10-06-2025,1
B15221,Chennai,Pediatrics,ICU,27-09-2025,1
B15222,Chennai,General Medicine,General,16-11-2025,1
B15223,Chennai,General Medicine,ICU,11-08-2025,1
B15224,Bangalore,Emergency,ICU,22-09-2025,0
B15225,Bangalore,Orthopedics,General,27-03-2025,0
B15226,Chennai,Oncology,General,21-01-2025,1
B15227,Chennai,Oncology,ICU,07-06-2025,1
B15228,Chennai,Emergency,General,02-03-2025,1
B15229,Bangalore,Orthopedics,ICU,23-06-2025,0
B15230,Bangalore,Oncology,ICU,17-11-2025,1
B15231,Chennai,Emergency,General,06-12-2025,1
B15232,Coimbatore,General Medicine,ICU,17-01-2025,0
B15233,Coimbatore,Cardiology,ICU,03-07-2025,1
B15234,Chennai,Emergency,General,18-05-2025,1
B15235,Bangalore,Oncology,ICU,18-02-2025,1
B15236,Chennai,Pediatrics,ICU,25-10-2025,1
B15237,Bangalore,Orthopedics,General,18-06-2025,1
B15238,Bangalore,Pediatrics,ICU,04-02-2025,1
B15239,Coimbatore,Pediatrics,ICU,24-05-2025,1
B15240,Chennai,Pediatrics,General,25-10-2025,0
B15241,Chennai,Orthopedics,ICU,12-08-2025,1
B15242,Bangalore,Oncology,General,10-12-2025,1
B15243,Bangalore,General Medicine,ICU,07-01-2025,1
B15244,Coimbatore,Emergency,General,26-12-2025,1
B15245,Bangalore,Orthopedics,ICU,15-06-2025,1
B15246,Coimbatore,Oncology,General,04-07-2025,1
B15247,Bangalore,Oncology,ICU,04-06-2025,1
B15248,Bangalore,Oncology,ICU,13-06-2025,0
B15249,Bangalore,Emergency,General,03-07-2025,1
B15250,Bangalore,General Medicine,ICU,16-03-2025,1
B15251,Coimbatore,Orthopedics,General,09-05-2025,1
B15252,Coimbatore,General Medicine,General,26-12-2025,0
B15253,Bangalore,Oncology,ICU,24-06-2025,1
B15254,Chennai,Pediatrics,ICU,27-02-2025,0
B15255,Bangalore,Emergency,ICU,11-09-2025,0
B15256,Bangalore,Oncology,General,10-04-2025,0
B15257,Bangalore,Pediatrics,General,03-04-2025,1
B15258,Coimbatore,Cardiology,ICU,16-01-2025,1
B15259,Chennai,Emergency,ICU,05-11-2025,1
B15260,Chennai,Pediatrics,General,21-04-2025,1
B15261,Chennai,Cardiology,ICU,16-09-2025,1
B15262,Coimbatore,Orthopedics,ICU,29-12-2025,1
B15263,Chennai,Orthopedics,ICU,13-10-2025,1
B15264,Bangalore,Cardiology,General,20-11-2025,1
B15265,Chennai,Pediatrics,ICU,05-02-2025,1
B15266,Chennai,Pediatrics,General,01-02-2025,1
B15267,Bangalore,Emergency,General,31-07-2025,1
B15268,Chennai,Oncology,General,02-03-2025,0
B15269,Bangalore,General Medicine,ICU,24-09-2025,1
B15270,Coimbatore,Emergency,General,17-05-2025,1
B15271,Chennai,Pediatrics,General,09-06-2025,1
B15272,Bangalore,Orthopedics,General,10-07-2025,1
B15273,Chennai,Pediatrics,ICU,20-08-2025,0
B15274,Bangalore,Orthopedics,General,19-06-2025,1
B15275,Coimbatore,Oncology,General,29-03-2025,1
B15276,Bangalore,Cardiology,ICU,21-11-2025,1
B15277,Bangalore,Emergency,General,31-08-2025,1
B15278,Chennai,Emergency,ICU,23-12-2025,1
B15279,Chennai,General Medicine,General,05-07-2025,1
B15280,Chennai,Emergency,General,11-06-2025,1
B15281,Coimbatore,Oncology,General,11-05-2025,0
B15282,Chennai,Oncology,ICU,03-01-2025,1
B15283,Chennai,Orthopedics,ICU,11-10-2025,1
B15284,Coimbatore,Cardiology,ICU,07-12-2025,1
B15285,Coimbatore,Pediatrics,General,14-10-2025,1
B15286,Chennai,Emergency,General,26-04-2025,0
B15287,Bangalore,Cardiology,ICU,16-06-2025,0
B15288,Chennai,General Medicine,General,21-06-2025,1
B15289,Bangalore,Cardiology,ICU,31-07-2025,1
B15290,Chennai,Cardiology,ICU,29-06-2025,0
B15291,Coimbatore,Pediatrics,ICU,04-08-2025,1
B15292,Bangalore,Cardiology,General,09-06-2025,1
B15293,Coimbatore,Cardiology,ICU,23-01-2025,0
B15294,Coimbatore,Orthopedics,General,25-10-2025,1
B15295,Coimbatore,Pediatrics,ICU,15-11-2025,1
B15296,Coimbatore,Oncology,General,21-07-2025,1
B15297,Chennai,Orthopedics,ICU,24-06-2025,1
B15298,Chennai,Cardiology,General,22-09-2025,1
B15299,Coimbatore,Oncology,General,29-11-2025,0
B15300,Chennai,Emergency,General,04-10-2025,1
B15301,Bangalore,Emergency,General,23-06-2025,1
B15302,Coimbatore,Emergency,ICU,01-06-2025,0
B15303,Chennai,Oncology,ICU,25-05-2025,0
B15304,Chennai,Oncology,General,23-12-2025,1
B15305,Chennai,Oncology,ICU,02-03-2025,1
B15306,Chennai,Emergency,ICU,14-05-2025,1
B15307,Bangalore,Orthopedics,General,20-09-2025,1
B15308,Coimbatore,Emergency,ICU,24-01-2025,1
B15309,Chennai,Cardiology,ICU,03-09-2025,1
B15310,Chennai,Cardiology,General,08-03-2025,1
B15311,Coimbatore,General Medicine,ICU,25-10-2025,1
B15312,Coimbatore,Cardiology,General,06-03-2025,0
B15313,Bangalore,Oncology,ICU,03-04-2025,0
B15314,Bangalore,Orthopedics,General,27-06-2025,1
B15315,Coimbatore,Oncology,ICU,20-04-2025,1
B15316,Chennai,Emergency,ICU,05-09-2025,1
B15317,Chennai,General Medicine,General,25-08-2025,0
B15318,Coimbatore,Emergency,General,11-05-2025,0
B15319,Bangalore,Pediatrics,General,30-04-2025,1
B15320,Coimbatore,Cardiology,General,26-10-2025,1
B15321,Chennai,Orthopedics,ICU,21-01-2025,1
B15322,Coimbatore,Pediatrics,General,23-07-2025,1
B15323,Bangalore,Emergency,ICU,02-10-2025,0
B15324,Coimbatore,Orthopedics,ICU,03-01-2025,1
B15325,Bangalore,Emergency,ICU,10-04-2025,1
B15326,Coimbatore,Emergency,ICU,07-12-2025,1
B15327,Chennai,Oncology,General,03-10-2025,0
B15328,Bangalore,Orthopedics,ICU,22-04-2025,0
B15329,Bangalore,General Medicine,General,24-01-2025,1
B15330,Bangalore,Oncology,ICU,29-01-2025,1
B15331,Coimbatore,Emergency,General,20-04-2025,1
B15332,Chennai,Orthopedics,ICU,19-12-2025,1
B15333,Bangalore,Cardiology,ICU,27-08-2025,1
B15334,Chennai,Pediatrics,ICU,28-09-2025,1
B15335,Bangalore,General Medicine,General,27-08-2025,1
B15336,Coimbatore,Cardiology,ICU,28-01-2025,1
B15337,Chennai,Oncology,General,11-09-2025,0
B15338,Bangalore,Oncology,General,30-06-2025,1
B15339,Bangalore,Pediatrics,ICU,06-08-2025,1
B15340,Coimbatore,Cardiology,General,13-12-2025,0
B15341,Coimbatore,Emergency,ICU,20-05-2025,0
B15342,Coimbatore,Oncology,General,13-06-2025,0
B15343,Coimbatore,Cardiology,ICU,11-06-2025,1
B15344,Coimbatore,General Medicine,General,15-01-2025,1
B15345,Coimbatore,General Medicine,General,08-08-2025,0
B15346,Chennai,Pediatrics,ICU,27-08-2025,0
B15347,Chennai,Emergency,ICU,15-03-2025,1
B15348,Bangalore,General Medicine,General,16-10-2025,1
B15349,Coimbatore,Oncology,ICU,27-05-2025,0
B15350,Bangalore,Cardiology,ICU,04-06-2025,1
B15351,Coimbatore,Cardiology,General,08-05-2025,1
B15352,Bangalore,General Medicine,General,11-11-2025,0
B15353,Bangalore,General Medicine,ICU,28-02-2025,0
B15354,Coimbatore,Orthopedics,General,18-02-2025,1
B15355,Chennai,Oncology,ICU,30-05-2025,1
B15356,Coimbatore,Oncology,General,29-04-2025,0
B15357,Chennai,Cardiology,General,15-01-2025,1
B15358,Chennai,General Medicine,ICU,26-09-2025,0
B15359,Bangalore,Pediatrics,ICU,17-08-2025,1
B15360,Chennai,General Medicine,ICU,25-02-2025,1
B15361,Bangalore,Cardiology,General,25-12-2025,0
B15362,Coimbatore,Orthopedics,ICU,26-10-2025,1
B15363,Chennai,Pediatrics,ICU,29-03-2025,0
B15364,Coimbatore,Emergency,General,11-11-2025,1
B15365,Bangalore,Emergency,General,26-07-2025,1
B15366,Coimbatore,Pediatrics,ICU,05-06-2025,1
B15367,Bangalore,Oncology,ICU,23-04-2025,1
B15368,Chennai,General Medicine,ICU,13-12-2025,0
B15369,Bangalore,Oncology,General,25-04-2025,1
B15370,Coimbatore,Cardiology,General,02-03-2025,1
B15371,Chennai,Pediatrics,ICU,05-07-2025,0
B15372,Bangalore,General Medicine,ICU,20-12-2025,0
B15373,Chennai,Orthopedics,ICU,16-06-2025,0
B15374,Coimbatore,Cardiology,ICU,08-04-2025,0
B15375,Coimbatore,Oncology,General,06-05-2025,0
B15376,Bangalore,Orthopedics,General,08-05-2025,1
B15377,Coimbatore,Cardiology,General,28-01-2025,1
B15378,Chennai,Pediatrics,ICU,04-04-2025,1
B15379,Chennai,Orthopedics,General,01-11-2025,0
B15380,Bangalore,Oncology,ICU,28-03-2025,1
B15381,Bangalore,Orthopedics,General,18-04-2025,0
B15382,Bangalore,Cardiology,General,28-02-2025,1
B15383,Bangalore,General Medicine,ICU,12-09-2025,1
B15384,Chennai,Emergency,ICU,22-01-2025,0
B15385,Bangalore,Orthopedics,ICU,11-10-2025,1
B15386,Bangalore,Emergency,ICU,24-01-2025,1
